id,Rdiff,SRS,R_G,R,RBI,OBP,OPSP,RA,ERA,SV,HA,ER,ERAP,WHIP,opponent_Rdiff,opponent_SRS,opponent_R_G,opponent_R,opponent_RBI,opponent_OBP,opponent_OPSP,opponent_RA,opponent_ERA,opponent_SV,opponent_HA,opponent_ER,opponent_ERAP,opponent_WHIP,Outcome
544,-0.600,-0.300,3.944,639.000,4.500,0.309,81.000,4.300,95.000,32.000,1515.000,726.000,1.385,2.490,-0.800,-0.600,4.648,753.000,5.170,0.329,97.000,5.100,87.000,33.000,1442.000,821.000,1.450,2.060,1
545,0.400,0.400,4.698,761.000,4.010,0.334,99.000,4.300,106.000,43.000,1393.000,646.000,1.300,2.740,0.700,0.700,5.074,822.000,3.950,0.338,99.000,4.000,113.000,38.000,1294.000,636.000,1.277,2.600,1
546,0.500,0.500,5.056,819.000,3.880,0.332,99.000,4.200,116.000,46.000,1300.000,623.000,1.241,2.940,-0.300,-0.300,4.259,690.000,4.550,0.315,89.000,4.500,96.000,33.000,1471.000,729.000,1.387,2.480,0
547,0.500,0.500,5.056,819.000,3.880,0.332,99.000,4.200,116.000,46.000,1300.000,623.000,1.241,2.940,-0.300,-0.300,4.259,690.000,4.550,0.315,89.000,4.500,96.000,33.000,1471.000,729.000,1.387,2.480,1
548,-0.120,0.100,4.383,710.000,4.200,0.315,92.000,4.500,102.000,43.000,1373.000,672.000,1.279,2.790,-1.000,-1.200,4.537,735.000,5.360,0.324,98.000,4.900,84.000,32.000,1587.000,846.000,1.496,2.230,1
549,1.400,1.200,4.846,785.000,3.700,0.329,93.000,4.000,121.000,39.000,1384.000,610.000,1.247,3.400,0.400,0.300,4.284,694.000,3.970,0.317,100.000,4.000,105.000,53.000,1324.000,638.000,1.264,2.690,0
550,-1.200,-1.400,4.358,706.000,4.780,0.314,96.000,5.200,90.000,25.000,1384.000,755.000,1.418,1.890,-0.900,-0.700,3.728,604.000,4.670,0.299,83.000,4.700,90.000,45.000,1417.000,742.000,1.378,2.390,1
551,1.000,0.600,5.049,818.000,3.300,0.339,104.000,4.000,140.000,37.000,1267.000,529.000,1.161,3.980,-0.200,-0.500,5.031,815.000,4.590,0.334,104.000,4.800,97.000,42.000,1487.000,732.000,1.372,2.410,1
552,-1.200,-1.400,4.333,702.000,4.610,0.311,93.000,5.100,97.000,39.000,1480.000,737.000,1.390,2.340,-1.700,-1.500,4.586,743.000,4.970,0.312,99.000,5.500,88.000,35.000,1505.000,795.000,1.446,2.130,1
553,1.100,0.900,5.296,858.000,3.720,0.339,104.000,4.100,122.000,36.000,1248.000,599.000,1.209,3.100,1.600,1.500,5.531,896.000,4.120,0.346,124.000,3.300,98.000,45.000,1314.000,662.000,1.270,3.050,1
554,1.100,0.900,5.296,858.000,3.720,0.339,104.000,4.100,122.000,36.000,1248.000,599.000,1.209,3.100,1.600,1.500,5.531,896.000,4.120,0.346,124.000,3.300,98.000,45.000,1314.000,662.000,1.270,3.050,0
555,-0.700,-0.600,4.932,799.000,4.660,0.320,92.000,5.200,103.000,29.000,1443.000,742.000,1.396,1.980,0.900,0.800,4.562,739.000,4.670,0.319,104.000,4.200,91.000,35.000,1444.000,743.000,1.360,2.390,1
556,-0.800,-0.700,4.278,693.000,4.420,0.312,90.000,5.100,102.000,45.000,1460.000,720.000,1.371,2.500,-0.200,-0.100,4.630,750.000,4.460,0.325,103.000,4.400,94.000,39.000,1399.000,713.000,1.312,2.540,1
557,0.300,0.500,5.012,812.000,3.660,0.329,94.000,4.000,127.000,43.000,1309.000,586.000,1.266,2.870,-0.200,-0.100,4.537,735.000,5.010,0.320,100.000,4.400,83.000,34.000,1538.000,799.000,1.485,2.320,1
558,-1.400,-1.200,4.802,778.000,4.820,0.331,107.000,5.000,83.000,34.000,1450.000,772.000,1.440,1.920,1.600,1.500,5.531,896.000,4.120,0.346,124.000,3.300,98.000,45.000,1314.000,662.000,1.270,3.050,0
559,-0.900,-0.700,3.728,604.000,4.670,0.299,83.000,4.700,90.000,45.000,1417.000,742.000,1.378,2.390,0.600,0.600,4.519,732.000,4.000,0.322,94.000,4.000,110.000,54.000,1381.000,642.000,1.338,2.430,1
560,-0.600,-0.300,3.944,639.000,4.500,0.309,81.000,4.300,95.000,32.000,1515.000,726.000,1.385,2.490,1.200,1.200,4.753,770.000,3.380,0.334,104.000,3.700,123.000,51.000,1226.000,543.000,1.155,3.500,1
561,-0.120,0.100,4.383,710.000,4.200,0.315,92.000,4.500,102.000,43.000,1373.000,672.000,1.279,2.790,-1.200,-1.400,4.358,706.000,4.780,0.314,96.000,5.200,90.000,25.000,1384.000,755.000,1.418,1.890,1
562,1.000,0.600,5.049,818.000,3.300,0.339,104.000,4.000,140.000,37.000,1267.000,529.000,1.161,3.980,0.400,0.300,4.284,694.000,3.970,0.317,100.000,4.000,105.000,53.000,1324.000,638.000,1.264,2.690,1
563,-0.200,-0.100,4.630,750.000,4.460,0.325,103.000,4.400,94.000,39.000,1399.000,713.000,1.312,2.540,0.900,0.800,4.562,739.000,4.670,0.319,104.000,4.200,91.000,35.000,1444.000,743.000,1.360,2.390,1
564,-0.800,-0.700,4.278,693.000,4.420,0.312,90.000,5.100,102.000,45.000,1460.000,720.000,1.371,2.500,0.600,0.600,4.519,732.000,4.720,0.326,92.000,4.100,93.000,36.000,1463.000,756.000,1.420,2.150,0
565,0.300,0.500,5.012,812.000,3.660,0.329,94.000,4.000,127.000,43.000,1309.000,586.000,1.266,2.870,-0.200,-0.100,4.537,735.000,5.010,0.320,100.000,4.400,83.000,34.000,1538.000,799.000,1.485,2.320,1
566,0.700,0.700,5.074,822.000,3.950,0.338,99.000,4.000,113.000,38.000,1294.000,636.000,1.277,2.600,-0.800,-0.600,4.648,753.000,5.170,0.329,97.000,5.100,87.000,33.000,1442.000,821.000,1.450,2.060,1
567,-1.400,-1.200,4.802,778.000,4.820,0.331,107.000,5.000,83.000,34.000,1450.000,772.000,1.440,1.920,1.600,1.500,5.531,896.000,4.120,0.346,124.000,3.300,98.000,45.000,1314.000,662.000,1.270,3.050,0
568,-0.180,0.100,4.123,668.000,4.220,0.318,86.000,4.300,100.000,36.000,1464.000,676.000,1.371,2.470,0.500,0.500,5.056,819.000,3.880,0.332,99.000,4.200,116.000,46.000,1300.000,623.000,1.241,2.940,0
569,-0.900,-0.700,3.728,604.000,4.670,0.299,83.000,4.700,90.000,45.000,1417.000,742.000,1.378,2.390,0.600,0.600,4.519,732.000,4.000,0.322,94.000,4.000,110.000,54.000,1381.000,642.000,1.338,2.430,0
570,-0.600,-0.300,3.944,639.000,4.500,0.309,81.000,4.300,95.000,32.000,1515.000,726.000,1.385,2.490,1.200,1.200,4.753,770.000,3.380,0.334,104.000,3.700,123.000,51.000,1226.000,543.000,1.155,3.500,1
571,0.400,0.400,4.698,761.000,4.010,0.334,99.000,4.300,106.000,43.000,1393.000,646.000,1.300,2.740,1.400,1.200,4.846,785.000,3.700,0.329,93.000,4.000,121.000,39.000,1384.000,610.000,1.247,3.400,0
572,-0.120,0.100,4.383,710.000,4.200,0.315,92.000,4.500,102.000,43.000,1373.000,672.000,1.279,2.790,-1.200,-1.400,4.358,706.000,4.780,0.314,96.000,5.200,90.000,25.000,1384.000,755.000,1.418,1.890,1
573,1.000,0.600,5.049,818.000,3.300,0.339,104.000,4.000,140.000,37.000,1267.000,529.000,1.161,3.980,0.400,0.300,4.284,694.000,3.970,0.317,100.000,4.000,105.000,53.000,1324.000,638.000,1.264,2.690,0
574,-1.000,-1.200,4.537,735.000,5.360,0.324,98.000,4.900,84.000,32.000,1587.000,846.000,1.496,2.230,-1.700,-1.500,4.586,743.000,4.970,0.312,99.000,5.500,88.000,35.000,1505.000,795.000,1.446,2.130,0
575,-1.200,-1.400,4.333,702.000,4.610,0.311,93.000,5.100,97.000,39.000,1480.000,737.000,1.390,2.340,1.100,0.900,5.296,858.000,3.720,0.339,104.000,4.100,122.000,36.000,1248.000,599.000,1.209,3.100,0
576,-0.200,-0.500,5.031,815.000,4.590,0.334,104.000,4.800,97.000,42.000,1487.000,732.000,1.372,2.410,0.200,0.400,5.086,824.000,4.510,0.338,90.000,4.600,112.000,47.000,1453.000,721.000,1.381,2.390,0
577,-0.200,-0.100,4.630,750.000,4.460,0.325,103.000,4.400,94.000,39.000,1399.000,713.000,1.312,2.540,0.900,0.800,4.562,739.000,4.670,0.319,104.000,4.200,91.000,35.000,1444.000,743.000,1.360,2.390,0
578,-0.700,-0.600,4.932,799.000,4.660,0.320,92.000,5.200,103.000,29.000,1443.000,742.000,1.396,1.980,-0.300,-0.300,4.259,690.000,4.550,0.315,89.000,4.500,96.000,33.000,1471.000,729.000,1.387,2.480,1
579,-0.800,-0.700,4.278,693.000,4.420,0.312,90.000,5.100,102.000,45.000,1460.000,720.000,1.371,2.500,0.600,0.600,4.519,732.000,4.720,0.326,92.000,4.100,93.000,36.000,1463.000,756.000,1.420,2.150,0
580,0.300,0.500,5.012,812.000,3.660,0.329,94.000,4.000,127.000,43.000,1309.000,586.000,1.266,2.870,-0.200,-0.100,4.537,735.000,5.010,0.320,100.000,4.400,83.000,34.000,1538.000,799.000,1.485,2.320,1
581,0.600,0.600,4.519,732.000,4.720,0.326,92.000,4.100,93.000,36.000,1463.000,756.000,1.420,2.150,-0.800,-0.700,4.278,693.000,4.420,0.312,90.000,5.100,102.000,45.000,1460.000,720.000,1.371,2.500,1
582,0.700,0.700,5.074,822.000,3.950,0.338,99.000,4.000,113.000,38.000,1294.000,636.000,1.277,2.600,-0.800,-0.600,4.648,753.000,5.170,0.329,97.000,5.100,87.000,33.000,1442.000,821.000,1.450,2.060,1
583,-1.400,-1.200,4.802,778.000,4.820,0.331,107.000,5.000,83.000,34.000,1450.000,772.000,1.440,1.920,1.600,1.500,5.531,896.000,4.120,0.346,124.000,3.300,98.000,45.000,1314.000,662.000,1.270,3.050,0
584,-0.180,0.100,4.123,668.000,4.220,0.318,86.000,4.300,100.000,36.000,1464.000,676.000,1.371,2.470,0.500,0.500,5.056,819.000,3.880,0.332,99.000,4.200,116.000,46.000,1300.000,623.000,1.241,2.940,1
585,-0.900,-0.700,3.728,604.000,4.670,0.299,83.000,4.700,90.000,45.000,1417.000,742.000,1.378,2.390,0.600,0.600,4.519,732.000,4.000,0.322,94.000,4.000,110.000,54.000,1381.000,642.000,1.338,2.430,0
586,-0.600,-0.300,3.944,639.000,4.500,0.309,81.000,4.300,95.000,32.000,1515.000,726.000,1.385,2.490,1.200,1.200,4.753,770.000,3.380,0.334,104.000,3.700,123.000,51.000,1226.000,543.000,1.155,3.500,0
587,0.400,0.400,4.698,761.000,4.010,0.334,99.000,4.300,106.000,43.000,1393.000,646.000,1.300,2.740,1.400,1.200,4.846,785.000,3.700,0.329,93.000,4.000,121.000,39.000,1384.000,610.000,1.247,3.400,0
588,-0.120,0.100,4.383,710.000,4.200,0.315,92.000,4.500,102.000,43.000,1373.000,672.000,1.279,2.790,-1.200,-1.400,4.358,706.000,4.780,0.314,96.000,5.200,90.000,25.000,1384.000,755.000,1.418,1.890,1
589,1.000,0.600,5.049,818.000,3.300,0.339,104.000,4.000,140.000,37.000,1267.000,529.000,1.161,3.980,0.400,0.300,4.284,694.000,3.970,0.317,100.000,4.000,105.000,53.000,1324.000,638.000,1.264,2.690,0
590,-1.000,-1.200,4.537,735.000,5.360,0.324,98.000,4.900,84.000,32.000,1587.000,846.000,1.496,2.230,-1.700,-1.500,4.586,743.000,4.970,0.312,99.000,5.500,88.000,35.000,1505.000,795.000,1.446,2.130,1
591,-1.200,-1.400,4.333,702.000,4.610,0.311,93.000,5.100,97.000,39.000,1480.000,737.000,1.390,2.340,1.100,0.900,5.296,858.000,3.720,0.339,104.000,4.100,122.000,36.000,1248.000,599.000,1.209,3.100,0
592,-0.200,-0.100,4.630,750.000,4.460,0.325,103.000,4.400,94.000,39.000,1399.000,713.000,1.312,2.540,0.900,0.800,4.562,739.000,4.670,0.319,104.000,4.200,91.000,35.000,1444.000,743.000,1.360,2.390,1
593,-0.700,-0.600,4.932,799.000,4.660,0.320,92.000,5.200,103.000,29.000,1443.000,742.000,1.396,1.980,-0.300,-0.300,4.259,690.000,4.550,0.315,89.000,4.500,96.000,33.000,1471.000,729.000,1.387,2.480,1
594,0.600,0.600,4.519,732.000,4.720,0.326,92.000,4.100,93.000,36.000,1463.000,756.000,1.420,2.150,-0.800,-0.700,4.278,693.000,4.420,0.312,90.000,5.100,102.000,45.000,1460.000,720.000,1.371,2.500,0
595,0.700,0.700,5.074,822.000,3.950,0.338,99.000,4.000,113.000,38.000,1294.000,636.000,1.277,2.600,-0.800,-0.600,4.648,753.000,5.170,0.329,97.000,5.100,87.000,33.000,1442.000,821.000,1.450,2.060,1
596,1.200,1.200,4.753,770.000,3.380,0.334,104.000,3.700,123.000,51.000,1226.000,543.000,1.155,3.500,-1.400,-1.200,4.802,778.000,4.820,0.331,107.000,5.000,83.000,34.000,1450.000,772.000,1.440,1.920,1
597,-0.180,0.100,4.123,668.000,4.220,0.318,86.000,4.300,100.000,36.000,1464.000,676.000,1.371,2.470,0.500,0.500,5.056,819.000,3.880,0.332,99.000,4.200,116.000,46.000,1300.000,623.000,1.241,2.940,1
598,-0.900,-0.700,3.728,604.000,4.670,0.299,83.000,4.700,90.000,45.000,1417.000,742.000,1.378,2.390,0.600,0.600,4.519,732.000,4.000,0.322,94.000,4.000,110.000,54.000,1381.000,642.000,1.338,2.430,0
599,-1.000,-1.200,4.537,735.000,5.360,0.324,98.000,4.900,84.000,32.000,1587.000,846.000,1.496,2.230,-1.700,-1.500,4.586,743.000,4.970,0.312,99.000,5.500,88.000,35.000,1505.000,795.000,1.446,2.130,1
600,-1.200,-1.400,4.333,702.000,4.610,0.311,93.000,5.100,97.000,39.000,1480.000,737.000,1.390,2.340,1.100,0.900,5.296,858.000,3.720,0.339,104.000,4.100,122.000,36.000,1248.000,599.000,1.209,3.100,1
601,-0.200,-0.500,5.031,815.000,4.590,0.334,104.000,4.800,97.000,42.000,1487.000,732.000,1.372,2.410,0.200,0.400,5.086,824.000,4.510,0.338,90.000,4.600,112.000,47.000,1453.000,721.000,1.381,2.390,0
602,-0.200,-0.500,5.031,815.000,4.590,0.334,104.000,4.800,97.000,42.000,1487.000,732.000,1.372,2.410,0.200,0.400,5.086,824.000,4.510,0.338,90.000,4.600,112.000,47.000,1453.000,721.000,1.381,2.390,1
603,0.900,0.800,4.562,739.000,4.670,0.319,104.000,4.200,91.000,35.000,1444.000,743.000,1.360,2.390,1.400,1.200,4.846,785.000,3.700,0.329,93.000,4.000,121.000,39.000,1384.000,610.000,1.247,3.400,1
604,-0.200,-0.100,4.630,750.000,4.460,0.325,103.000,4.400,94.000,39.000,1399.000,713.000,1.312,2.540,-1.200,-1.400,4.358,706.000,4.780,0.314,96.000,5.200,90.000,25.000,1384.000,755.000,1.418,1.890,1
605,-0.700,-0.600,4.932,799.000,4.660,0.320,92.000,5.200,103.000,29.000,1443.000,742.000,1.396,1.980,-0.300,-0.300,4.259,690.000,4.550,0.315,89.000,4.500,96.000,33.000,1471.000,729.000,1.387,2.480,1
606,0.600,0.600,4.519,732.000,4.720,0.326,92.000,4.100,93.000,36.000,1463.000,756.000,1.420,2.150,0.500,0.500,5.056,819.000,3.880,0.332,99.000,4.200,116.000,46.000,1300.000,623.000,1.241,2.940,1
607,0.700,0.700,5.074,822.000,3.950,0.338,99.000,4.000,113.000,38.000,1294.000,636.000,1.277,2.600,0.600,0.600,4.519,732.000,4.000,0.322,94.000,4.000,110.000,54.000,1381.000,642.000,1.338,2.430,0
608,-0.800,-0.600,4.648,753.000,5.170,0.329,97.000,5.100,87.000,33.000,1442.000,821.000,1.450,2.060,0.200,0.400,5.086,824.000,4.510,0.338,90.000,4.600,112.000,47.000,1453.000,721.000,1.381,2.390,0
609,1.200,1.200,4.753,770.000,3.380,0.334,104.000,3.700,123.000,51.000,1226.000,543.000,1.155,3.500,-1.400,-1.200,4.802,778.000,4.820,0.331,107.000,5.000,83.000,34.000,1450.000,772.000,1.440,1.920,1
610,-0.200,-0.100,4.537,735.000,5.010,0.320,100.000,4.400,83.000,34.000,1538.000,799.000,1.485,2.320,-0.120,0.100,4.383,710.000,4.200,0.315,92.000,4.500,102.000,43.000,1373.000,672.000,1.279,2.790,1
611,-0.180,0.100,4.123,668.000,4.220,0.318,86.000,4.300,100.000,36.000,1464.000,676.000,1.371,2.470,-0.300,-0.300,4.259,690.000,4.550,0.315,89.000,4.500,96.000,33.000,1471.000,729.000,1.387,2.480,0
612,-0.900,-0.700,3.728,604.000,4.670,0.299,83.000,4.700,90.000,45.000,1417.000,742.000,1.378,2.390,0.300,0.500,5.012,812.000,3.660,0.329,94.000,4.000,127.000,43.000,1309.000,586.000,1.266,2.870,0
613,0.400,0.400,4.698,761.000,4.010,0.334,99.000,4.300,106.000,43.000,1393.000,646.000,1.300,2.740,-0.600,-0.300,3.944,639.000,4.500,0.309,81.000,4.300,95.000,32.000,1515.000,726.000,1.385,2.490,0
614,-1.700,-1.500,4.586,743.000,4.970,0.312,99.000,5.500,88.000,35.000,1505.000,795.000,1.446,2.130,-0.800,-0.700,4.278,693.000,4.420,0.312,90.000,5.100,102.000,45.000,1460.000,720.000,1.371,2.500,1
615,-1.000,-1.200,4.537,735.000,5.360,0.324,98.000,4.900,84.000,32.000,1587.000,846.000,1.496,2.230,-0.700,-0.600,4.932,799.000,4.660,0.320,92.000,5.200,103.000,29.000,1443.000,742.000,1.396,1.980,0
616,1.600,1.500,5.531,896.000,4.120,0.346,124.000,3.300,98.000,45.000,1314.000,662.000,1.270,3.050,1.000,0.600,5.049,818.000,3.300,0.339,104.000,4.000,140.000,37.000,1267.000,529.000,1.161,3.980,0
617,-0.200,-0.500,5.031,815.000,4.590,0.334,104.000,4.800,97.000,42.000,1487.000,732.000,1.372,2.410,-1.200,-1.400,4.333,702.000,4.610,0.311,93.000,5.100,97.000,39.000,1480.000,737.000,1.390,2.340,1
618,0.900,0.800,4.562,739.000,4.670,0.319,104.000,4.200,91.000,35.000,1444.000,743.000,1.360,2.390,1.400,1.200,4.846,785.000,3.700,0.329,93.000,4.000,121.000,39.000,1384.000,610.000,1.247,3.400,1
619,-0.200,-0.100,4.630,750.000,4.460,0.325,103.000,4.400,94.000,39.000,1399.000,713.000,1.312,2.540,-1.200,-1.400,4.358,706.000,4.780,0.314,96.000,5.200,90.000,25.000,1384.000,755.000,1.418,1.890,0
620,0.400,0.300,4.284,694.000,3.970,0.317,100.000,4.000,105.000,53.000,1324.000,638.000,1.264,2.690,1.100,0.900,5.296,858.000,3.720,0.339,104.000,4.100,122.000,36.000,1248.000,599.000,1.209,3.100,1
621,0.600,0.600,4.519,732.000,4.720,0.326,92.000,4.100,93.000,36.000,1463.000,756.000,1.420,2.150,0.500,0.500,5.056,819.000,3.880,0.332,99.000,4.200,116.000,46.000,1300.000,623.000,1.241,2.940,1
622,-0.800,-0.600,4.648,753.000,5.170,0.329,97.000,5.100,87.000,33.000,1442.000,821.000,1.450,2.060,0.200,0.400,5.086,824.000,4.510,0.338,90.000,4.600,112.000,47.000,1453.000,721.000,1.381,2.390,1
623,1.200,1.200,4.753,770.000,3.380,0.334,104.000,3.700,123.000,51.000,1226.000,543.000,1.155,3.500,-1.400,-1.200,4.802,778.000,4.820,0.331,107.000,5.000,83.000,34.000,1450.000,772.000,1.440,1.920,0
624,-0.200,-0.100,4.537,735.000,5.010,0.320,100.000,4.400,83.000,34.000,1538.000,799.000,1.485,2.320,-0.120,0.100,4.383,710.000,4.200,0.315,92.000,4.500,102.000,43.000,1373.000,672.000,1.279,2.790,1
625,-0.180,0.100,4.123,668.000,4.220,0.318,86.000,4.300,100.000,36.000,1464.000,676.000,1.371,2.470,-0.300,-0.300,4.259,690.000,4.550,0.315,89.000,4.500,96.000,33.000,1471.000,729.000,1.387,2.480,1
626,-0.900,-0.700,3.728,604.000,4.670,0.299,83.000,4.700,90.000,45.000,1417.000,742.000,1.378,2.390,0.300,0.500,5.012,812.000,3.660,0.329,94.000,4.000,127.000,43.000,1309.000,586.000,1.266,2.870,0
627,0.400,0.400,4.698,761.000,4.010,0.334,99.000,4.300,106.000,43.000,1393.000,646.000,1.300,2.740,-0.600,-0.300,3.944,639.000,4.500,0.309,81.000,4.300,95.000,32.000,1515.000,726.000,1.385,2.490,0
628,-1.700,-1.500,4.586,743.000,4.970,0.312,99.000,5.500,88.000,35.000,1505.000,795.000,1.446,2.130,-0.800,-0.700,4.278,693.000,4.420,0.312,90.000,5.100,102.000,45.000,1460.000,720.000,1.371,2.500,1
629,-1.000,-1.200,4.537,735.000,5.360,0.324,98.000,4.900,84.000,32.000,1587.000,846.000,1.496,2.230,-0.700,-0.600,4.932,799.000,4.660,0.320,92.000,5.200,103.000,29.000,1443.000,742.000,1.396,1.980,1
630,1.600,1.500,5.531,896.000,4.120,0.346,124.000,3.300,98.000,45.000,1314.000,662.000,1.270,3.050,1.000,0.600,5.049,818.000,3.300,0.339,104.000,4.000,140.000,37.000,1267.000,529.000,1.161,3.980,0
631,0.900,0.800,4.562,739.000,4.670,0.319,104.000,4.200,91.000,35.000,1444.000,743.000,1.360,2.390,1.400,1.200,4.846,785.000,3.700,0.329,93.000,4.000,121.000,39.000,1384.000,610.000,1.247,3.400,1
632,-0.200,-0.100,4.630,750.000,4.460,0.325,103.000,4.400,94.000,39.000,1399.000,713.000,1.312,2.540,-1.200,-1.400,4.358,706.000,4.780,0.314,96.000,5.200,90.000,25.000,1384.000,755.000,1.418,1.890,0
633,0.400,0.300,4.284,694.000,3.970,0.317,100.000,4.000,105.000,53.000,1324.000,638.000,1.264,2.690,1.100,0.900,5.296,858.000,3.720,0.339,104.000,4.100,122.000,36.000,1248.000,599.000,1.209,3.100,1
634,0.600,0.600,4.519,732.000,4.720,0.326,92.000,4.100,93.000,36.000,1463.000,756.000,1.420,2.150,0.500,0.500,5.056,819.000,3.880,0.332,99.000,4.200,116.000,46.000,1300.000,623.000,1.241,2.940,0
635,0.700,0.700,5.074,822.000,3.950,0.338,99.000,4.000,113.000,38.000,1294.000,636.000,1.277,2.600,0.600,0.600,4.519,732.000,4.000,0.322,94.000,4.000,110.000,54.000,1381.000,642.000,1.338,2.430,1
636,-0.800,-0.600,4.648,753.000,5.170,0.329,97.000,5.100,87.000,33.000,1442.000,821.000,1.450,2.060,0.200,0.400,5.086,824.000,4.510,0.338,90.000,4.600,112.000,47.000,1453.000,721.000,1.381,2.390,0
637,1.200,1.200,4.753,770.000,3.380,0.334,104.000,3.700,123.000,51.000,1226.000,543.000,1.155,3.500,-1.400,-1.200,4.802,778.000,4.820,0.331,107.000,5.000,83.000,34.000,1450.000,772.000,1.440,1.920,1
638,-0.200,-0.100,4.537,735.000,5.010,0.320,100.000,4.400,83.000,34.000,1538.000,799.000,1.485,2.320,-0.120,0.100,4.383,710.000,4.200,0.315,92.000,4.500,102.000,43.000,1373.000,672.000,1.279,2.790,0
639,-0.180,0.100,4.123,668.000,4.220,0.318,86.000,4.300,100.000,36.000,1464.000,676.000,1.371,2.470,-0.300,-0.300,4.259,690.000,4.550,0.315,89.000,4.500,96.000,33.000,1471.000,729.000,1.387,2.480,1
640,-0.900,-0.700,3.728,604.000,4.670,0.299,83.000,4.700,90.000,45.000,1417.000,742.000,1.378,2.390,0.300,0.500,5.012,812.000,3.660,0.329,94.000,4.000,127.000,43.000,1309.000,586.000,1.266,2.870,1
641,0.400,0.400,4.698,761.000,4.010,0.334,99.000,4.300,106.000,43.000,1393.000,646.000,1.300,2.740,-0.600,-0.300,3.944,639.000,4.500,0.309,81.000,4.300,95.000,32.000,1515.000,726.000,1.385,2.490,1
642,-1.700,-1.500,4.586,743.000,4.970,0.312,99.000,5.500,88.000,35.000,1505.000,795.000,1.446,2.130,-0.800,-0.700,4.278,693.000,4.420,0.312,90.000,5.100,102.000,45.000,1460.000,720.000,1.371,2.500,0
643,-1.000,-1.200,4.537,735.000,5.360,0.324,98.000,4.900,84.000,32.000,1587.000,846.000,1.496,2.230,-0.700,-0.600,4.932,799.000,4.660,0.320,92.000,5.200,103.000,29.000,1443.000,742.000,1.396,1.980,0
644,1.600,1.500,5.531,896.000,4.120,0.346,124.000,3.300,98.000,45.000,1314.000,662.000,1.270,3.050,1.000,0.600,5.049,818.000,3.300,0.339,104.000,4.000,140.000,37.000,1267.000,529.000,1.161,3.980,0
645,-0.200,-0.500,5.031,815.000,4.590,0.334,104.000,4.800,97.000,42.000,1487.000,732.000,1.372,2.410,-1.200,-1.400,4.333,702.000,4.610,0.311,93.000,5.100,97.000,39.000,1480.000,737.000,1.390,2.340,0
646,-0.200,-0.500,5.031,815.000,4.590,0.334,104.000,4.800,97.000,42.000,1487.000,732.000,1.372,2.410,-1.200,-1.400,4.333,702.000,4.610,0.311,93.000,5.100,97.000,39.000,1480.000,737.000,1.390,2.340,1
647,0.900,0.800,4.562,739.000,4.670,0.319,104.000,4.200,91.000,35.000,1444.000,743.000,1.360,2.390,1.400,1.200,4.846,785.000,3.700,0.329,93.000,4.000,121.000,39.000,1384.000,610.000,1.247,3.400,0
648,-0.200,-0.100,4.630,750.000,4.460,0.325,103.000,4.400,94.000,39.000,1399.000,713.000,1.312,2.540,-1.200,-1.400,4.358,706.000,4.780,0.314,96.000,5.200,90.000,25.000,1384.000,755.000,1.418,1.890,0
649,0.400,0.300,4.284,694.000,3.970,0.317,100.000,4.000,105.000,53.000,1324.000,638.000,1.264,2.690,1.100,0.900,5.296,858.000,3.720,0.339,104.000,4.100,122.000,36.000,1248.000,599.000,1.209,3.100,0
650,0.300,0.500,5.012,812.000,3.660,0.329,94.000,4.000,127.000,43.000,1309.000,586.000,1.266,2.870,-1.200,-1.400,4.358,706.000,4.780,0.314,96.000,5.200,90.000,25.000,1384.000,755.000,1.418,1.890,1
651,0.600,0.600,4.519,732.000,4.720,0.326,92.000,4.100,93.000,36.000,1463.000,756.000,1.420,2.150,-0.180,0.100,4.123,668.000,4.220,0.318,86.000,4.300,100.000,36.000,1464.000,676.000,1.371,2.470,1
652,0.700,0.700,5.074,822.000,3.950,0.338,99.000,4.000,113.000,38.000,1294.000,636.000,1.277,2.600,-0.600,-0.300,3.944,639.000,4.500,0.309,81.000,4.300,95.000,32.000,1515.000,726.000,1.385,2.490,0
653,-0.800,-0.600,4.648,753.000,5.170,0.329,97.000,5.100,87.000,33.000,1442.000,821.000,1.450,2.060,1.000,0.600,5.049,818.000,3.300,0.339,104.000,4.000,140.000,37.000,1267.000,529.000,1.161,3.980,1
654,-0.300,-0.300,4.259,690.000,4.550,0.315,89.000,4.500,96.000,33.000,1471.000,729.000,1.387,2.480,0.200,0.400,5.086,824.000,4.510,0.338,90.000,4.600,112.000,47.000,1453.000,721.000,1.381,2.390,0
655,-1.700,-1.500,4.586,743.000,4.970,0.312,99.000,5.500,88.000,35.000,1505.000,795.000,1.446,2.130,-0.200,-0.500,5.031,815.000,4.590,0.334,104.000,4.800,97.000,42.000,1487.000,732.000,1.372,2.410,0
656,1.600,1.500,5.531,896.000,4.120,0.346,124.000,3.300,98.000,45.000,1314.000,662.000,1.270,3.050,-1.000,-1.200,4.537,735.000,5.360,0.324,98.000,4.900,84.000,32.000,1587.000,846.000,1.496,2.230,1
657,1.100,0.900,5.296,858.000,3.720,0.339,104.000,4.100,122.000,36.000,1248.000,599.000,1.209,3.100,-1.200,-1.400,4.333,702.000,4.610,0.311,93.000,5.100,97.000,39.000,1480.000,737.000,1.390,2.340,1
658,0.400,0.300,4.284,694.000,3.970,0.317,100.000,4.000,105.000,53.000,1324.000,638.000,1.264,2.690,-0.120,0.100,4.383,710.000,4.200,0.315,92.000,4.500,102.000,43.000,1373.000,672.000,1.279,2.790,0
